provider_name,program_name,provider_type,cost_type,ages,address,city,state,zip,phone,email,website,source_url,notes,status
K&K Swimming LA,,Swimming school,Unknown,,7300 Franklin Ave APT 448,Los Angeles,CA,90046,#ERROR!,,,,"4.9 stars, 64 reviews",Approved
Safe Waves Swim School,,Swimming school,Unknown,,6454 Hesperia Ave,Reseda,CA,91335,#ERROR!,,,,"5 stars, 45 reviews",Approved
Premier Swim Academy,,Swimming school,Unknown,,7827 Haven Ave,Rancho Cucamonga,CA,91730,#ERROR!,,,,"4.6 stars, 129 reviews",Approved
Sunsational Swim School - Private Swim Lessons at Home - Lifeguard Service,,Swimming instructor,Unknown,,,,,,#ERROR!,,,,"4.6 stars, 19 reviews",Approved
Little Whale Swim School,,Swimming school,Unknown,,4106 El Camino Ave,Sacramento,CA,95821,#ERROR!,,,,"4.5 stars, 161 reviews",Approved
Aqua-Tots Swim School Rancho Cucamonga,,Swimming school,Unknown,,8750 Base Line Rd,Rancho Cucamonga,CA,91701,#ERROR!,,,,"4.8 stars, 279 reviews",Approved
Swell Swim School,,Swimming school,Unknown,,6894 E Clinton Ave,Fresno,CA,93727,#ERROR!,,,,"4.8 stars, 73 reviews",Approved
Fit Fins Swim School,,Swimming school,Unknown,,908 W Arrow Hwy,San Dimas,CA,91773,#ERROR!,,,,"5 stars, 11 reviews",Approved
Blake Swim School,,Swimming school,Unknown,,170 W Foothill Blvd,Monrovia,CA,91016,#ERROR!,,,,"4.6 stars, 113 reviews",Approved
5 Cities Swim School,,Swimming school,Unknown,,425 Traffic Way,Arroyo Grande,CA,93420,#ERROR!,,,,"4.9 stars, 238 reviews",Approved
Sunshine Swim Lessons,,Swimming instructor,Unknown,,125 Harbor Way,Santa Barbara,CA,93101,#ERROR!,,,,"5 stars, 39 reviews",Approved
Jim Herrick Swim School,,Swimming school,Unknown,,11846 Kling St,Valley Village,CA,91607,#ERROR!,,,,"4.6 stars, 31 reviews",Approved
Bakersfield Swim Academy,,attractions,Unknown,,3311 Allen Rd,Bakersfield,CA,93314,#ERROR!,,,,"4.7 stars, 116 reviews",Approved
Emler Swim School of Colorado Springs - Briargate,,Swimming school,Unknown,,5470 Powers Center Point #130,Colorado Springs,CO,80920,#ERROR!,,,,"4.7 stars, 115 reviews",Approved
Colorado Clownfish Swim Club,,Swimming school,Unknown,,8310 W Coal Mine Ave,Littleton,CO,80123,#ERROR!,,,,"4.6 stars, 139 reviews",Approved
Little Fins Swim School,,Swimming school,Unknown,,1625 Medical Center Point #160,Colorado Springs,CO,80907,#ERROR!,,,,"4.8 stars, 425 reviews",Approved
Goldfish Swim School - Washington Park,,Swimming school,Unknown,,300 E Alameda Ave B,Denver,CO,80209,#ERROR!,,,,"4.8 stars, 58 reviews",Approved
British Swim School of 24 Hour Fitness – Lafayette,,Swimming school,Unknown,,851 US-287,Lafayette,CO,80026,#ERROR!,,,,"4.9 stars, 108 reviews",Approved
Blue Dolphin Swim School,,Swimming school,Unknown,,7655 W 108th Ave,Westminster,CO,80021,#ERROR!,,,,"4.7 stars, 102 reviews",Approved
Aqua Star Swim Lessons,,Swimming school,Unknown,,4625 W Warren Ave,Denver,CO,80219,#ERROR!,,,,"5 stars, 35 reviews",Approved
British Swim School at Courtyard by Marriott - Colorado Springs South,,Swimming school,Unknown,,2570 Tenderfoot Hill St,Colorado Springs,CO,80906,#ERROR!,,,,"5 stars, 19 reviews",Approved
Swimming Simply,,Swimming instructor,Unknown,,3974 Youngfield St,Wheat Ridge,CO,80033,#ERROR!,,,,"4.3 stars, 75 reviews",Approved
Makara Swim School,,Swimming school,Unknown,,305 Melba St #1413,Dallas,TX,75208,#ERROR!,,,,"5 stars, 12 reviews",Approved
Dolphinz Swim School,,Swimming school,Unknown,,18920 Plaza Dr,Parker,CO,80134,#ERROR!,,,,"4.4 stars, 70 reviews",Approved
Dallas Swim,,Swimming instructor,Unknown,,2201 N Stemmons Fwy,Dallas,TX,75207,#ERROR!,,,,"4.9 stars, 110 reviews",Approved
Goldfish Swim School - Central Park,,Swimming school,Unknown,,9119 50th Ave,Denver,CO,80238,#ERROR!,,,,"4.6 stars, 232 reviews",Approved
Denver Divers and The Swim School of Denver,,attractions,Unknown,,557 Milwaukee St,Denver,CO,80206,#ERROR!,,,,"4.8 stars, 134 reviews",Approved
urSwim at LA Fitness Milford,,Gym,Unknown,,1201 Boston Post Rd #2090,Milford,CT,6460,#ERROR!,,,,"4.7 stars, 20 reviews",Approved
Bristol City Indoor Pool,,attractions,Unknown,,325 Mix St,Bristol,CT,6010,#ERROR!,,,,"4.8 stars, 33 reviews",Approved
Infant Aquatics CT,,Swimming instructor,Unknown,,12 State St,Ansonia,CT,6401,#ERROR!,,,,"5 stars, 49 reviews",Approved
Madison Racquet & Swim Club,,Club,Unknown,,36 Scotland Rd,Madison,CT,6443,#ERROR!,,,,"4.5 stars, 33 reviews",Approved
Bulldog Swim Academy,,Swimming school,Unknown,,200 Indian River Rd,Orange,CT,6477,#ERROR!,,,,"4.8 stars, 17 reviews",Approved
Gregory Manor Swim Club,,Club,Unknown,,31 Topfield Rd,Danbury,CT,6811,#ERROR!,,,,"5 stars, 3 reviews",Approved
Connecticut Aquatic Club,,Swim club,Unknown,,"Gym, 1084 Shennecossett Rd",Groton,CT,6340,,,,,"4.9 stars, 8 reviews",Approved
Canyons Aquatic Club,,Swim club,Unknown,,26455 Rockwell Canyon Rd,Santa Clarita,CA,91355,#ERROR!,,,,"3.8 stars, 5 reviews",Approved
Waterworks Swim School Santa Clarita,,Swimming school,Unknown,,26455 Golden Valley Rd,Santa Clarita,CA,91350,#ERROR!,,,,"5 stars, 1 reviews",Approved
British Swim School at Newark Senior Center,,Swimming school,Unknown,,200 Whitechapel Dr,Newark,DE,19713,#ERROR!,,,,"5 stars, 128 reviews",Approved
Diamond State Aquatics,,Swimming school,Unknown,,1001 Rockland Rd,Wilmington,DE,19803,#ERROR!,,,,,Approved
Swim Lessons With Karl,,Swimming instructor,Unknown,,26408 Doveweed Way,Santa Clarita,CA,91350,#ERROR!,,,,"5 stars, 18 reviews",Approved
Academy Swim Club,,Swimming school,Unknown,,28079 Smyth Dr,Valencia,CA,91355,#ERROR!,,,,"4.5 stars, 56 reviews",Approved
UNIVERSITY OF DELAWARE WOMEN'S SWIMMING AND DIVING,,Academic department,Unknown,,26 N College Ave,Newark,DE,19716,,,,,,Approved
Harry W. Rawstrom Natatorium,,Swimming pool,Unknown,,26 N College Ave,Newark,DE,19716,#ERROR!,,,,"4.3 stars, 9 reviews",Approved
Dfit Plus,,Fitness center,Unknown,,2150 New Castle Ave,New Castle,DE,19720,#ERROR!,,,,"3.8 stars, 99 reviews",Approved
D-Fit,,Fitness center,Unknown,,4905 Mermaid Blvd,Wilmington,DE,19808,#ERROR!,,,,"4 stars, 145 reviews",Approved
Crestmoor Swim Club,,Club,Unknown,,640 W Summit Ave,Wilmington,DE,19804,#ERROR!,,,,"4.5 stars, 77 reviews",Approved
Ashbourne Swim Club,,attractions,Unknown,,900 Darley Rd,Wilmington,DE,19810,#ERROR!,,,,"4.4 stars, 51 reviews",Approved
Aqua-Tots Swim School Sarasota,,Swimming school,Unknown,,3750 S Tuttle Ave,Sarasota,FL,34239,#ERROR!,,,,"4.9 stars, 327 reviews",Approved
Baby Otter Swim School - West Palm Beach & Surrounding Areas,,Swimming instructor,Unknown,,,,,,#ERROR!,,,,"4.9 stars, 78 reviews",Approved
Little Aquatics Swim Lessons,,Swimming instructor,Unknown,,,,,,#ERROR!,,,,"4.8 stars, 721 reviews",Approved
Florida Swim Company,,Swimming instructor,Unknown,,,,,,#ERROR!,,,,"4.8 stars, 144 reviews",Approved
Watermelon Swim Riverview,,Swimming school,Unknown,,10459 Gibsonton Dr,Riverview,FL,33578,#ERROR!,,,,"4.9 stars, 561 reviews",Approved
Aquachamps Swim School,,Swimming school,Unknown,,509 NE 43rd St,Oakland Park,FL,33334,#ERROR!,,,,"4.8 stars, 222 reviews",Approved
Swim Gym of Lakewood Ranch LLC,,Baby swimming school,Unknown,,5002 Lena Rd Unit #102,Bradenton,FL,34211,#ERROR!,,,,"4.9 stars, 126 reviews",Approved
Baby Otter Swim School - Southwest Orlando,,Swimming instructor,Unknown,,,,,,#ERROR!,,,,"5 stars, 26 reviews",Approved
Miracle Swimming School for Adults,,Swimming school,Unknown,,"1217 East Ave, South 207",Sarasota,FL,34239,#ERROR!,,,,"4.9 stars, 50 reviews",Approved
SwimRight Academy Miami,,Swimming school,Unknown,,18900 NE 25th Ave,Miami,FL,33180,#ERROR!,,,,"4.8 stars, 201 reviews",Approved
Miami Swimming Academy,,Swim club,Unknown,,711 N Federal Hwy,Hallandale Beach,FL,33009,#ERROR!,,,,"4.9 stars, 56 reviews",Approved
Water Wings Swim,,Swimming instructor,Unknown,,2850 Glenwood Ave SE,Atlanta,GA,30317,#ERROR!,,,,"5 stars, 57 reviews",Approved
Gabrielsen Natatorium,,Indoor swimming pool,Unknown,,330 River Rd,Athens,GA,30602,,,,,"4.7 stars, 20 reviews",Approved
Gwinnett Swim,,Swimming school,Unknown,,5396 Lanier Islands Pkwy,Buford,GA,30518,#ERROR!,,,,"4.8 stars, 106 reviews",Approved
Student Recreation Center,,Recreation center,Unknown,,1300 Sustella Ave,Valdosta,GA,31601,#ERROR!,,,,"4.5 stars, 68 reviews",Approved
Ace Aquatic Club,,Swimming pool,Unknown,,3050 Jim Owens Rd NW,Kennesaw,GA,30152,#ERROR!,,,,"5 stars, 2 reviews",Approved
Dive N' Dash Adult swimming lessons,,attractions,Unknown,,3675 Macland Rd #1336,Powder Springs,GA,30127,#ERROR!,,,,"4.9 stars, 63 reviews",Approved
Cobb Aquatic Center,,Aquatic center,Unknown,,520 Fairground St SE,Marietta,GA,30060,#ERROR!,,,,"4.4 stars, 296 reviews",Approved
Goode Strokes Swim School,,Swimming school,Unknown,,6088 Covington Hwy,Lithonia,GA,30058,#ERROR!,,,,"5 stars, 8 reviews",Approved
The Oconee Club Pool,,Swimming pool,Unknown,,1011 Robinhood Rd,Watkinsville,GA,30677,#ERROR!,,,,"4.9 stars, 13 reviews",Approved
Dynamo Swim School,,Swimming instructor,Unknown,,450 East Lake Dr,Decatur,GA,30030,#ERROR!,,,,"4.8 stars, 4 reviews",Approved
Goldfish Swim School - Nampa,,Swimming school,Unknown,,1205 N Galleria Dr,Nampa,ID,83687,#ERROR!,,,,"5 stars, 70 reviews",Approved
Lava Hot Springs Olympic Swimming Complex,,attractions,Unknown,,195 N Center St,Lava Hot Springs,ID,83246,#ERROR!,,,,"4.6 stars, 2404 reviews",Approved
Aqua-Tots Swim School Boise,,Swimming school,Unknown,,3116 E State St,Eagle,ID,83616,#ERROR!,,,,"4.6 stars, 164 reviews",Approved
Water Wings Swim School,,Swimming school,Unknown,,875 E Plaza Dr,Eagle,ID,83616,#ERROR!,,,,"4.6 stars, 42 reviews",Approved
Green Canyon Hot Springs and Resort,,attractions,Unknown,,2432 N Canyon Creek Rd,Newdale,ID,83436,#ERROR!,,,,"4.3 stars, 596 reviews",Approved
Starfish Swim School,,Swimming school,Unknown,,2275 W Clearvue Ct,Eagle,ID,83616,#ERROR!,,,,"5 stars, 18 reviews",Approved
Harward Recreation Center,,Recreation center,Unknown,,131 Constitution Way,Nampa,ID,83686,#ERROR!,,,,"4.5 stars, 991 reviews",Approved
Swim4Life Swim Academy,,Swimming instructor,Unknown,,7780 N Mineral Dr,Coeur d'Alene,ID,83815,#ERROR!,,,,"5 stars, 31 reviews",Approved
SafeSplash+SwimLabs of Coeur d' Alene,,Swimming school,Unknown,,3810 N Schreiber Way,Coeur d'Alene,ID,83815,#ERROR!,,,,"4.6 stars, 70 reviews",Approved
FLOAT Swim Academy,,Swimming instructor,Unknown,,7780 N Mineral Dr,Coeur d'Alene,ID,83815,#ERROR!,,,,"5 stars, 87 reviews",Approved
Cullman Wellness and Aquatic Center,,Recreation center,Unknown,,1636 Field of Miracles Dr SW,Cullman,AL,35055,#ERROR!,,,,"4.4 stars, 700 reviews",Approved
Haley's Little Fish,,Swimming instructor,Unknown,,7942 American Way,Daphne,AL,36526,#ERROR!,,,,"5 stars, 63 reviews",Approved
"Ready, Set, Splash! Swim Lessons - Athens location",,Swimming instructor,Unknown,,22423 US-72,Athens,AL,35613,#ERROR!,,,,"5 stars, 5 reviews",Approved
Huntsville Aquatics Center,,attractions,Unknown,,2213 Drake Ave SW,Huntsville,AL,35805,#ERROR!,,,,"4.6 stars, 445 reviews",Approved
Goldfish Swim School - East Salt Lake,,Swimming school,Unknown,,2264 E 3300 S,Salt Lake City,UT,84109,#ERROR!,,,,"4.8 stars, 125 reviews",Approved
SwimKids,,Swimming school,Unknown,,4679 S 2225 E,Holladay,UT,84117,#ERROR!,,,,"4.6 stars, 357 reviews",Approved
Olympus High Aquatics,,Swimming school,Unknown,,16344510070000,Holladay,UT,84124,,,,,"4.3 stars, 4 reviews",Approved
Aqua-Tots Swim School Midvale,,Swimming school,Unknown,,7220 Union Park Ave,Midvale,UT,84047,#ERROR!,,,,"4.7 stars, 192 reviews",Approved
Northcrest Swim Club,,Swim club,Unknown,,839 Hilltop Rd,Salt Lake City,UT,84103,#ERROR!,,,,"4.6 stars, 23 reviews",Approved
"The Swim Academy Murray, Kaysville, and Layton",,Swimming,Unknown,,6200 S 2000 E,Holladay,UT,84121,#ERROR!,,,,"4.8 stars, 75 reviews",Approved
Aqua Tots Swim School Jordan Landing,,attractions,Unknown,,7552 S Plz Ctr Dr,West Jordan,UT,84088,#ERROR!,,,,"4.9 stars, 158 reviews",Approved
Park City Aquatic Center,,attractions,Unknown,,2465 Kilby Rd,Park City,UT,84098,#ERROR!,,,,"4.6 stars, 57 reviews",Approved
Utah's Aquatics Academy,,Sports school,Unknown,,10300 S Redwood Rd,South Jordan,UT,84095,#ERROR!,,,,"4.6 stars, 408 reviews",Approved
Stingray Swim Team,,Swim club,Unknown,,1890 Tanana Lp E,Fairbanks,AK,99709,#ERROR!,,,,"4.3 stars, 3 reviews",Approved
Swim Fit Alaska,,Personal trainer,Unknown,,,,,,,,,,"5 stars, 2 reviews",Approved
Swimmers Edge SLC,,Swimming school,Unknown,,202 E Murray Park Ave,Murray,UT,84107,#ERROR!,,,,"5 stars, 5 reviews",Approved
British Swim School at LA Fitness - West Seattle,,Swimming school,Unknown,,3900 SW Alaska St,Seattle,WA,98116,#ERROR!,,,,"4.2 stars, 10 reviews",Approved
Hollywood Swimming Pool,,attractions,Unknown,,1122 Cole Ave,Los Angeles,CA,90038,#ERROR!,,,,"4.1 stars, 257 reviews",Approved
Arizona Swimming Gauchos,,Sports club,Unknown,,6000 W Olive Ave,Glendale,AZ,85302,#ERROR!,,,,"4.6 stars, 10 reviews",Approved
Life Time,,Gym,Unknown,,5602 Naaman Forest Blvd,Garland,TX,75044,#ERROR!,,,,"3.9 stars, 713 reviews",Approved
Phoenix Swim Club,,Swim club,Unknown,,3901 E Stanford Dr,Paradise Valley,AZ,85253,#ERROR!,,,,"4.6 stars, 52 reviews",Approved
Infant Swimming Resource (ISR) w/ Becki Pinckard - Chandler,,Swimming instructor,Unknown,,Lindsay/Riggs,Chandler,AZ,85249,#ERROR!,,,,"5 stars, 5 reviews",Approved
British Swim School at EoS Fitness,,Swimming school,Unknown,,4185 S Gilbert Rd,Chandler,AZ,85249,#ERROR!,,,,"5 stars, 12 reviews",Approved
Alma Aquatic Park,,attractions,Unknown,,731 City Park Rd,Alma,AR,72921,#ERROR!,,,,"4.5 stars, 566 reviews",Approved
Sunsational Swim School - Private Swim Lessons,,Swimming instructor,Unknown,,,,,,#ERROR!,,,,"5 stars, 465 reviews",Approved
Peninsula Swim School,,Swimming school,Unknown,,1602 Stafford St,Redwood City,CA,94063,#ERROR!,,,,"4.3 stars, 60 reviews",Approved
Sunshine Swim & Fitness Center,,Swimming facility,Unknown,,9360 Elk Grove Florin Rd #4,Elk Grove,CA,95624,#ERROR!,,,,"4.5 stars, 96 reviews",Approved
Los Angeles Swim Academy,,Swimming school,Unknown,,1233 N McCadden Pl,Los Angeles,CA,90038,#ERROR!,,,,"5 stars, 1 reviews",Approved
The Northern California Swimstitute,,Swimming instructor,Unknown,,11335-B Folsom Blvd,Rancho Cordova,CA,95742,#ERROR!,,,,"4.5 stars, 73 reviews",Approved
Life Time Northern California Swim Team,,Sports club,Unknown,,1435 E Roseville Pkwy,Roseville,CA,95661,#ERROR!,,,,"4.6 stars, 5 reviews",Approved
LA Surf & Swim,,Swimming school,Unknown,,1217 Elm St,Venice,CA,90291,#ERROR!,,,,"4.6 stars, 7 reviews",Approved
Hammond Swim School,,Swimming school,Unknown,,750 E D St,Lemoore,CA,93245,#ERROR!,,,,"4.7 stars, 38 reviews",Approved
Raleigh Swim School,,Swimming school,Unknown,,1012 Oberlin Rd suite 300,Raleigh,NC,27605,#ERROR!,,,,"5 stars, 29 reviews",Approved
Oak City Swim School,,Swimming school,Unknown,,3651 Bastion Ln,Raleigh,NC,27604,#ERROR!,,,,"4.9 stars, 18 reviews",Approved
Full Armour Colorado Springs Swim Team,,Swim club,Unknown,,2380 Montebello Dr W,Colorado Springs,CO,80918,#ERROR!,,,,"4.1 stars, 12 reviews",Approved
Aqua-Tots Swim School Arvada,,Swimming school,Unknown,,7973 Wadsworth Blvd,Arvada,CO,80003,#ERROR!,,,,"4.7 stars, 160 reviews",Approved
Goldfish Swim School - Cary,,Swimming school,Unknown,,2980 Kildaire Farm Rd,Cary,NC,27518,#ERROR!,,,,"4.9 stars, 345 reviews",Approved
Falfins Swimming,,Swim club,Unknown,,3472 Research Pkwy #104,Colorado Springs,CO,80920,#ERROR!,,,,"4.4 stars, 21 reviews",Approved
British Swim School at Holiday Inn Express Newington - Hartford,,Swimming school,Unknown,,2553 Berlin Tpke,Newington,CT,6111,#ERROR!,,,,"5 stars, 34 reviews",Approved
Goldfish Swim School - Hamden,,Swimming school,Unknown,,2300 Dixwell Ave,Hamden,CT,6514,#ERROR!,,,,"4.3 stars, 60 reviews",Approved
British Swim School at Modern Maturity Center - Dover,,Swimming school,Unknown,,1121 Forrest Ave,Dover,DE,19904,#ERROR!,,,,"5 stars, 14 reviews",Approved
Smyrna Swim Club,,Swimming pool,Unknown,,214 S Carter Rd,Smyrna,DE,19977,#ERROR!,,,,"3.8 stars, 33 reviews",Approved
Seaford Swim Association,,attractions,Unknown,,26274 Craigs Mill Rd,Seaford,DE,19973,#ERROR!,,,,"4.6 stars, 14 reviews",Approved
Killens Pond State Park,,attractions,Unknown,,5025 Killens Pond Rd,Felton,DE,19943,#ERROR!,,,,"4.6 stars, 2317 reviews",Approved
Dover AFB Outdoor Recreation,,Corporate office,Unknown,,475 Chevron Ave,Dover AFB,DE,19902,#ERROR!,,,,"4.7 stars, 15 reviews",Approved
Western Sussex Boys & Girls Club,,Youth organization,Unknown,,310 Virginia Ave,Seaford,DE,19973,#ERROR!,,,,"4.7 stars, 23 reviews",Approved
Club Brennan,,Swim club,Unknown,,1 Primrose Dr,Bear,DE,19701,#ERROR!,,,,"4.4 stars, 34 reviews",Approved
Middletown Family YMCA,,Fitness center,Unknown,,202 E Cochran St,Middletown,DE,19709,#ERROR!,,,,"4.2 stars, 172 reviews",Approved
Coastal Club Community Clubhouse,,Community center,Unknown,,19153 Marblehead Dr,Lewes,DE,19958,#ERROR!,,,,"4.9 stars, 100 reviews",Approved
House of Champs,,Gym,Unknown,,7852 S Dupont Hwy,Felton,DE,19943,#ERROR!,,,,"5 stars, 63 reviews",Approved
SafeSplash Swim School - Portland (Hollywood),,Swimming school,Unknown,,4224 NE Halsey St,Portland,OR,97213,#ERROR!,,,,"3 stars, 3 reviews",Approved
DolFUN SWIM Academy,,Swimming school,Unknown,,9260 SE Stark St,Portland,OR,97216,#ERROR!,,,,"3.9 stars, 30 reviews",Approved
SWIMBABES Swim Survival Safety -Home of the World's Youngest Swim Team!,,Swimming school,Unknown,,10552 SE 52nd Ave,Milwaukie,OR,97222,#ERROR!,,,,"4.6 stars, 52 reviews",Approved
Emler Swim School Beaverton-Washington Square,,Swimming school,Unknown,,9140 SW Hall Blvd,Portland,OR,97223,#ERROR!,,,,"4.7 stars, 226 reviews",Approved
Farber Swim School Beaverton,,Swimming school,Unknown,,9470 SW Beaverton Hillsdale Hwy,Beaverton,OR,97005,#ERROR!,,,,"4.3 stars, 67 reviews",Approved
Zen Penguin Swim School,,Swimming school,Unknown,,12029 NE Ainsworth Cir,Portland,OR,97220,#ERROR!,,,,"5 stars, 29 reviews",Approved
David Douglas Aquatics Center,,Aquatic center,Unknown,,13030 SE Taylor Ct,Portland,OR,97233,#ERROR!,,,,"4.6 stars, 119 reviews",Approved
SafeSplash Swim School - Fort Myers,,Swimming school,Unknown,,10058 Gulf Center Dr,Fort Myers,FL,33913,#ERROR!,,,,"4.4 stars, 70 reviews",Approved
Children of the Sea,,Swimming school,Unknown,,10225 SW Park Way,Portland,OR,97225,#ERROR!,,,,"4.4 stars, 65 reviews",Approved
Blue Crush Aquatic Club,,Sports club,Unknown,,12003 NE Shaver St,Portland,OR,97220,#ERROR!,,,,"4.4 stars, 14 reviews",Approved
Emler Swim School of Beaverton – Tanasbourne,,Swimming school,Unknown,,1225 NW Waterhouse Ave,Beaverton,OR,97006,#ERROR!,,,,"4.7 stars, 88 reviews",Approved
Harmony Swim School,,Swimming pool,Unknown,,2301 E McLoughlin Blvd,Vancouver,WA,98661,#ERROR!,,,,"4.8 stars, 20 reviews",Approved
Beaverton Swim Center,,attractions,Unknown,,12850 SW 3rd St,Beaverton,OR,97005,#ERROR!,,,,"4.3 stars, 208 reviews",Approved
Safety First PediAquatics,,Swimming school,Unknown,,1326 S Shore Dr,St Cloud,FL,34771,#ERROR!,,,,"4.6 stars, 57 reviews",Approved
British Swim School Poughkeepsie Pool,,Swimming school,Unknown,,44 Springside Ave Suite 1,Poughkeepsie,NY,12603,#ERROR!,,,,"4.8 stars, 126 reviews",Approved
Vassar Athletics Center- swimming,,Gym,Unknown,,17 Rd,Poughkeepsie,NY,12604,#ERROR!,,,,"4.8 stars, 20 reviews",Approved
Swimming Past Boundaries,,Swimming facility,Unknown,,42 Catharine St,Poughkeepsie,NY,12601,#ERROR!,,,,"5 stars, 6 reviews",Approved
Hudson Valley Swim Hopewell Junction,,Swimming school,Unknown,,190 Old Sylvan Lake Rd #2,Hopewell Junction,NY,12533,#ERROR!,,,,"4.4 stars, 7 reviews",Approved
Kingston High School Swimming Facility (Home of Tigers Aquatic Club),,Swim club,Unknown,,403 Broadway,Kingston,NY,12401,,,,,"5 stars, 1 reviews",Approved
Big Blue Swim School,,Swimming school,Unknown,,2480 Briarcliff Rd NE,Atlanta,GA,30329,#ERROR!,,,,"4.9 stars, 270 reviews",Approved
Total Immersion Swimming Inc,,Swimming instructor,Unknown,,37 Kleinekill Dr,New Paltz,NY,12561,#ERROR!,,,,"4.9 stars, 80 reviews",Approved
Hyde Park Swim and Tennis Club,,Swim club,Unknown,,W Pine Rd,Staatsburg,NY,12580,#ERROR!,,,,"4.6 stars, 29 reviews",Approved
Tony Aguirre Community Center,,Community center,Unknown,,2050 W Pennway St,Kansas City,MO,64108,#ERROR!,,,,"4.4 stars, 170 reviews",Approved
Idaho Dive Pirates LLC,,attractions,Unknown,,340 E Anderson St,Idaho Falls,ID,83402,#ERROR!,,,,"4.9 stars, 138 reviews",Approved
ISR Scoresby Swim,,Swimming school,Unknown,,Beth St,Pocatello,ID,83201,#ERROR!,,,,"5 stars, 21 reviews",Approved
C-US SWIM,,Swim club,Unknown,,3 Birch Cir,Rigby,ID,83442,#ERROR!,,,,,Approved
Great Wolf Lodge | Kansas City,,hotels,Unknown,,10401 Cabela Dr,Kansas City,KS,66111,#ERROR!,,,,"4.1 stars, 7663 reviews",Approved
Salmon Swimming Pool,,Outdoor swimming pool,Unknown,,,Salmon,ID,83467,#ERROR!,,,,"4 stars, 28 reviews",Approved
Main Street Swim School: West Dundee,,Swimming school,Unknown,,400 N 8th St,West Dundee,IL,60118,#ERROR!,,,,"5 stars, 2 reviews",Approved
Urbana Indoor Aquatic Center,,Indoor swimming pool,Unknown,,102 E Michigan Ave,Urbana,IL,61801,#ERROR!,,,,"4.4 stars, 194 reviews",Approved
Hap Parker Family Aquatic Center,,Swimming facility,Unknown,,320 W Flessner Ave,Rantoul,IL,61866,#ERROR!,,,,"4.3 stars, 110 reviews",Approved
First Strokes Swim Academy,,Swimming school,Unknown,,2702 Hundman Dr Suite 7,Champaign,IL,61822,#ERROR!,,,,"5 stars, 7 reviews",Approved
Bolingbrook Aquatic Center,,Aquatic center,Unknown,,200 Lindsey Ln,Bolingbrook,IL,60440,#ERROR!,,,,"4.5 stars, 13 reviews",Approved
Bloomington Normal Swim Club (BNSC),,Sports club,Unknown,,501 South Parkside Road,Normal,IL,61761,,,,,"5 stars, 7 reviews",Approved
Swim With Bill at Melissa Lane,,Swimming school,Unknown,,1975 Melissa Ln,Aurora,IL,60506,#ERROR!,,,,"4.3 stars, 12 reviews",Approved
Indian Acres Swimming Club,,Swim club,Unknown,,1 Arrow Rd,Champaign,IL,61821,#ERROR!,,,,"4.7 stars, 39 reviews",Approved
Lincoln Aquatic Pool,,Swimming pool,Unknown,,1400 Primm Rd,Lincoln,IL,62656,#ERROR!,,,,"4.7 stars, 17 reviews",Approved
Max Aquatics,,Swimming school,Unknown,,"4751 S, Vernon Ave",McCook,IL,60525,#ERROR!,,,,"4.5 stars, 94 reviews",Approved
Midwest Survival Swim,,Swimming instructor,Unknown,,140 Venita Dr,O'Fallon,IL,62269,#ERROR!,,,,"4.9 stars, 8 reviews",Approved
Emler Swim School of Fort Wayne,,Swimming school,Unknown,,10530 Maysville Rd,Fort Wayne,IN,46835,#ERROR!,,,,"4.7 stars, 119 reviews",Approved
Plymouth Aquatic Center,,Swimming pool,Unknown,,2740 Miller Dr,Plymouth,IN,46563,#ERROR!,,,,"4.8 stars, 44 reviews",Approved
Emler Swim School of Westfield,,Swimming school,Unknown,,15955 Spring Mill Depot Dr Suite 105,Westfield,IN,46074,#ERROR!,,,,"4.9 stars, 32 reviews",Approved
Strauss-Peabody Aquatic and Fitness Facility,,Physical fitness program,Unknown,,902 N Market St,North Manchester,IN,46962,#ERROR!,,,,"4.7 stars, 141 reviews",Approved
British Swim School,,Swimming school,Unknown,,4055 Roy Wilson Way,New Palestine,IN,46163,#ERROR!,,,,"4.9 stars, 12 reviews",Approved
Glenaqua Swim Club,,Swim club,Unknown,,5120 Desoto Dr,Fort Wayne,IN,46815,#ERROR!,,,,"4.6 stars, 53 reviews",Approved
Counsilman Billingsley Aquatic Center (CBAC),,Aquatic center,Unknown,,"Student Recreational Sports Center, 1601 E Law Ln",Bloomington,IN,47408,#ERROR!,,,,"4.7 stars, 43 reviews",Approved
Lawrence County Aquatics,,Swim club,Unknown,,294 Bnl Dr,Bedford,IN,47421,#ERROR!,,,,"3.7 stars, 19 reviews",Approved
Beach Ottumwa,,attractions,Unknown,,101 Church St,Ottumwa,IA,52501,#ERROR!,,,,"4.1 stars, 163 reviews",Approved
Monroe County Aquatic Center,,attractions,Unknown,,700 N 3rd St,Albia,IA,52531,#ERROR!,,,,"4.6 stars, 83 reviews",Approved
OTTUMWA FAMILY YMCA,,Youth organization,Unknown,,611 N Hancock St,Ottumwa,IA,52501,#ERROR!,,,,"3.5 stars, 35 reviews",Approved
Edmundson Pool,,Swimming pool,Unknown,,1405 S F St,Oskaloosa,IA,52577,#ERROR!,,,,"4.5 stars, 48 reviews",Approved
Aquatic Center,,attractions,Unknown,,602 E 8th St,Pella,IA,50219,#ERROR!,,,,"5 stars, 3 reviews",Approved
